companyName,cik,symbol,targetedCompanyName,targetedCik,targetedSymbol,transactionDate,acceptanceTime,url
ENBRIDGE INC,0000895728,ENBA,"ENBRIDGE ENERGY PARTNERS, L.P.",0000000000,EEP,2018-10-10,2018-10-10 16:21:06,https://www.sec.gov/Archives/edgar/data/895728/000119312518296830/d609394ds4.htm
FARMERS & MERCHANTS BANCORP INC,0000792966,FMAO,F&M BANK,,,2018-10-09,2018-10-09 16:56:49,https://www.sec.gov/Archives/edgar/data/792966/000119312518296027/d634227ds4.htm
LAKELAND BANCORP INC,0000846901,LBAI,LAKEL,,,2018-10-05,2018-10-05 17:12:28,https://www.sec.gov/Archives/edgar/data/846901/000119312518294678/d628269ds4.htm
FIRST BUSEY CORP /NV/,0000314489,BUSE,BANC ED,,,2018-10-04,2018-10-04 19:10:23,https://www.sec.gov/Archives/edgar/data/314489/000104746918006578/a2236810zs-4.htm
"AKEBIA THERAPEUTICS, INC.",0001517022,AKBA,"KERYX BIOPHARMACEUTICALS, INC.",0001114220,KERX,2018-10-01,2018-10-01 06:43:33,https://www.sec.gov/Archives/edgar/data/1517022/000119312518288504/d626457ds4.htm
OFFICE PROPERTIES INCOME TRUST,0001456772,OPI,GOV,,GOV,2018-09-28,2018-09-28 22:00:03,https://www.sec.gov/Archives/edgar/data/1456772/000104746918006495/a2236782zs-4.htm
OFFICE PROPERTIES INCOME TRUST,0001456772,OPINL,GOV,,GOV,2018-09-28,2018-09-28 22:00:03,https://www.sec.gov/Archives/edgar/data/1456772/000104746918006495/a2236782zs-4.htm
"TEMPEST THERAPEUTICS, INC.",0001544227,TPST,MILLENDO,,OVAS,2018-09-26,2018-09-26 18:17:07,https://www.sec.gov/Archives/edgar/data/1544227/000104746918006443/a2236510zs-4.htm
TRANSOCEAN LTD.,0001451505,RIG,OCEAN RIG UDW INC.,0001447382,ORIG,2018-09-21,2018-09-21 17:48:35,https://www.sec.gov/Archives/edgar/data/1451505/000155837018007523/s-4.htm
WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,0000943452,WAB,GENERAL ELECTRIC COMPANY,0000040545,GE,2018-09-20,2018-09-20 16:42:07,https://www.sec.gov/Archives/edgar/data/943452/000114036118038824/s002443x1_s4.htm
PEBBLEBROOK HOTEL TRUST,0001474098,PEB,LASALLE HOTEL PROPERTIES,0000000000,LHO,2018-09-18,2018-09-18 17:24:29,https://www.sec.gov/Archives/edgar/data/1474098/000104746918006282/a2236725zs-4.htm
PEBBLEBROOK HOTEL TRUST,0001474098,PEB-PE,PEBBLEBROOK HOTEL TRUST,0001474098,PEB,2018-09-18,2018-09-18 17:24:29,https://www.sec.gov/Archives/edgar/data/1474098/000104746918006282/a2236725zs-4.htm
PEBBLEBROOK HOTEL TRUST,0001474098,PEB-PH,PEBBLEBROOK HOTEL TRUST,0001474098,PEB,2018-09-18,2018-09-18 17:24:29,https://www.sec.gov/Archives/edgar/data/1474098/000104746918006282/a2236725zs-4.htm
PEBBLEBROOK HOTEL TRUST,0001474098,PEB-PF,PEBBLEBROOK HOTEL TRUST,0001474098,PEB,2018-09-18,2018-09-18 17:24:29,https://www.sec.gov/Archives/edgar/data/1474098/000104746918006282/a2236725zs-4.htm
PEBBLEBROOK HOTEL TRUST,0001474098,PEB-PG,PEBBLEBROOK HOTEL TRUST,0001474098,PEB,2018-09-18,2018-09-18 17:24:29,https://www.sec.gov/Archives/edgar/data/1474098/000104746918006282/a2236725zs-4.htm
SYNOVUS FINANCIAL CORP,0000018349,SNV,"FCB FINANCIAL HOLDINGS, INC.",0000000000,FCB,2018-09-14,2018-09-14 17:29:08,https://www.sec.gov/Archives/edgar/data/18349/000114036118038489/s002405x1_s4.htm
SYNOVUS FINANCIAL CORP,0000018349,SNV-PE,"FCB FINANCIAL HOLDINGS, INC.",0000000000,FCB,2018-09-14,2018-09-14 17:29:08,https://www.sec.gov/Archives/edgar/data/18349/000114036118038489/s002405x1_s4.htm
SYNOVUS FINANCIAL CORP,0000018349,SNV-PD,"FCB FINANCIAL HOLDINGS, INC.",0000000000,FCB,2018-09-14,2018-09-14 17:29:08,https://www.sec.gov/Archives/edgar/data/18349/000114036118038489/s002405x1_s4.htm
TALOS ENERGY INC.,0001724965,TALO,STONE,,,2018-09-14,2018-09-14 17:10:22,https://www.sec.gov/Archives/edgar/data/904080/000119312518274265/d608312ds4.htm
"FVCBANKCORP, INC.",0001675644,FVCB,MARYLAND,,IFSB,2018-09-14,2018-09-14 16:43:59,https://www.sec.gov/Archives/edgar/data/1675644/000104746918006236/a2236692zs-4.htm
FIRST BANCSHARES INC /MS/,0000947559,FBMS,FMB BANK,,,2018-09-13,2018-09-13 17:26:54,https://www.sec.gov/Archives/edgar/data/947559/000114420418049377/tv502601-s4.htm
"FS BANCORP, INC.",0001530249,FSBW,ANCHOR BANCORP,0001448301,ANCB,2018-09-07,2018-09-07 15:02:56,https://www.sec.gov/Archives/edgar/data/1530249/000093905718000453/fsbancs4918.htm
"SEELOS THERAPEUTICS, INC.",0001017491,SEEL,APRICUS,,APRI,2018-08-31,2018-08-31 16:51:38,https://www.sec.gov/Archives/edgar/data/1017491/000101749118000081/apris-4.htm
"LAZYDAYS HOLDINGS, INC.",0001721741,LAZY,HOLDCO,,,2018-08-31,2018-08-31 16:09:06,https://www.sec.gov/Archives/edgar/data/1721741/000149315218012813/forms-4.htm
"LAZYDAYS HOLDINGS, INC.",0001721741,LAZYW,HOLDCO,,,2018-08-31,2018-08-31 16:09:06,https://www.sec.gov/Archives/edgar/data/1721741/000149315218012813/forms-4.htm
SMARTFINANCIAL INC.,0001038773,SMBK,SMARTBANK,,,2018-08-31,2018-08-31 15:56:14,https://www.sec.gov/Archives/edgar/data/1038773/000114036118037602/s002410x1_s4.htm
TIDEWATER INC,0000098222,TDGMW,TIDEWATER INC.,0000098222,TDW,2018-08-29,2018-08-29 21:35:02,https://www.sec.gov/Archives/edgar/data/98222/000119312518262240/d604371ds4.htm
TIDEWATER INC,0000098222,TDW-WT,TIDEWATER INC.,0000098222,TDW,2018-08-29,2018-08-29 21:35:02,https://www.sec.gov/Archives/edgar/data/98222/000119312518262240/d604371ds4.htm
TIDEWATER INC,0000098222,TDW,GULFMARK,,MKT,2018-08-29,2018-08-29 21:35:02,https://www.sec.gov/Archives/edgar/data/98222/000119312518262240/d604371ds4.htm
TIDEWATER INC,0000098222,TDW-WTA,TIDEWATER INC.,0000098222,TDW,2018-08-29,2018-08-29 21:35:02,https://www.sec.gov/Archives/edgar/data/98222/000119312518262240/d604371ds4.htm
TIDEWATER INC,0000098222,TDW-WTB,TIDEWATER INC.,0000098222,TDW,2018-08-29,2018-08-29 21:35:02,https://www.sec.gov/Archives/edgar/data/98222/000119312518262240/d604371ds4.htm
ORGANOGENESIS HOLDINGS INC.,0001661181,ORGO,AVISTA PUBLIC ACQUISITION CORP. II,0001846253,AHPAU,2018-08-28,2018-08-28 21:59:04,https://www.sec.gov/Archives/edgar/data/1661181/000104746918005854/a2236571zs-4.htm
"BUSINESS FIRST BANCSHARES, INC.",0001624322,BFST,140779,0000000000,BF,2018-08-28,2018-08-28 18:56:06,https://www.sec.gov/Archives/edgar/data/1624322/000143774918016284/bfbi20180818_s4.htm
"SUMMIT FINANCIAL GROUP, INC.",0000811808,SMMF,PEOPLES,,,2018-08-28,2018-08-28 16:53:04,https://www.sec.gov/Archives/edgar/data/811808/000119312518260675/d612353ds4.htm
BANNER CORP,0000946673,BANR,SKAGIT BANK,,,2018-08-24,2018-08-24 06:04:34,https://www.sec.gov/Archives/edgar/data/946673/000104746918005779/a2236521zs-4.htm
"AGILITI, INC. \DE",0001749704,AGTI,UHS HOLDCO,,FSAC,2018-08-22,2018-08-22 20:44:03,https://www.sec.gov/Archives/edgar/data/1749704/000104746918005749/a2236536zs-4.htm
"ALPHA METALLURGICAL RESOURCES, INC.",0001704715,CNTWW,COTERRA ENERGY INC.,0000858470,CTRA,2018-08-20,2018-08-20 21:42:57,https://www.sec.gov/Archives/edgar/data/1704715/000162828018011255/conturas-4.htm
"ALPHA METALLURGICAL RESOURCES, INC.",0001704715,AMR,CONTURA ENERGY,,ANR,2018-08-20,2018-08-20 21:42:57,https://www.sec.gov/Archives/edgar/data/1704715/000162828018011255/conturas-4.htm
UNITED BANCORP INC /OH/,0000731653,UBCP,POWHATAN POINT,,,2018-08-20,2018-08-20 12:04:54,https://www.sec.gov/Archives/edgar/data/731653/000114420418045516/tv501245-s4.htm
CITY HOLDING CO,0000726854,CHCO,"POAGE BANKSHARES, INC.",0001511071,PBSK,2018-08-16,2018-08-16 16:24:58,https://www.sec.gov/Archives/edgar/data/726854/000072685418000043/forms-4.htm
ENERGY TRANSFER LP,0001276187,ET,ETP,,ETE,2018-08-14,2018-08-14 16:32:50,https://www.sec.gov/Archives/edgar/data/1276187/000119312518248525/d604907ds4.htm
ENERGY TRANSFER LP,0001276187,ET-PE,ETP,,ETE,2018-08-14,2018-08-14 16:32:50,https://www.sec.gov/Archives/edgar/data/1276187/000119312518248525/d604907ds4.htm
ENERGY TRANSFER LP,0001276187,ET-PD,"ENERGY TRANSFER PARTNERS, L.P.",0000000000,ETP,2018-08-14,2018-08-14 16:32:50,https://www.sec.gov/Archives/edgar/data/1276187/000119312518248525/d604907ds4.htm
ENERGY TRANSFER LP,0001276187,ET-PC,"ENERGY TRANSFER PARTNERS, L.P.",0000000000,ETP,2018-08-14,2018-08-14 16:32:50,https://www.sec.gov/Archives/edgar/data/1276187/000119312518248525/d604907ds4.htm
TD SYNNEX CORP,0001177394,SNX,CONVERGYS CORPORATION,0000000000,CVG,2018-08-08,2018-08-08 21:53:45,https://www.sec.gov/Archives/edgar/data/1177394/000119312518243198/d605953ds4.htm
"FIRST MID BANCSHARES, INC.",0000700565,FMBH,SCB,,,2018-08-08,2018-08-08 15:37:20,https://www.sec.gov/Archives/edgar/data/700565/000070056518000084/form_s4x080818.htm
"PHILLIPS EDISON & COMPANY, INC.",0001476204,PECO,PE,,,2018-08-06,2018-08-06 17:29:43,https://www.sec.gov/Archives/edgar/data/1476204/000114036118035627/s002364x1_s4.htm
"INDEPENDENT BANK GROUP, INC.",0001564618,IBTX,GUARANTY BANCORP,0001645126,GBNK,2018-08-06,2018-08-06 16:25:00,https://www.sec.gov/Archives/edgar/data/1564618/000119312518239722/d600321ds4.htm
"ARAVIVE, INC.",0001513818,ARAV,"VERSARTIS, INC.",0001513818,VSAR,2018-08-03,2018-08-03 17:26:38,https://www.sec.gov/Archives/edgar/data/1513818/000119312518238555/d568658ds4.htm
OLD NATIONAL BANCORP /IN/,0000707179,ONB,KLEIN,,,2018-08-02,2018-08-02 16:57:25,https://www.sec.gov/Archives/edgar/data/707179/000119312518236745/d577471ds4.htm
OLD NATIONAL BANCORP /IN/,0000707179,ONBPP,OLD NATIONAL BANCORP,0000707179,ONB,2018-08-02,2018-08-02 16:57:25,https://www.sec.gov/Archives/edgar/data/707179/000119312518236745/d577471ds4.htm
OLD NATIONAL BANCORP /IN/,0000707179,ONBPO,OLD NATIONAL BANCORP,0000707179,ONB,2018-08-02,2018-08-02 16:57:25,https://www.sec.gov/Archives/edgar/data/707179/000119312518236745/d577471ds4.htm
"BGC PARTNERS, INC.",0001094831,BGCP,HOWARD W. LUTNICK,,,2018-07-30,2018-07-30 19:45:32,https://www.sec.gov/Archives/edgar/data/1094831/000119312518231967/d573176ds4.htm
"T-MOBILE US, INC.",0001283699,TMUS,"SENTINELONE, INC.",0001583708,S,2018-07-30,2018-07-30 16:58:15,https://www.sec.gov/Archives/edgar/data/1283699/000119312518231621/d589303ds4.htm
W. P. CAREY INC.,0001025378,WPC,CPA17,,CPA17,2018-07-27,2018-07-27 17:28:57,https://www.sec.gov/Archives/edgar/data/1025378/000104746918005267/a2236303zs-4.htm
TIMBERLAND BANCORP INC,0001046050,TSBK,RECOMMENDATION,,,2018-07-27,2018-07-27 15:48:00,https://www.sec.gov/Archives/edgar/data/1046050/000093905718000383/timb2018s4.htm
"SOUTHERN MISSOURI BANCORP, INC.",0000916907,SMBC,GBC,,,2018-07-27,2018-07-27 11:11:57,https://www.sec.gov/Archives/edgar/data/916907/000092708918000290/smbc-s40718.htm
CONAGRA BRANDS INC.,0000023217,CAG,PINNACLE FOODS INC.,0000000000,PF,2018-07-25,2018-07-25 12:18:04,https://www.sec.gov/Archives/edgar/data/23217/000119312518225535/d492328ds4.htm
RBB BANCORP,0001499422,RBB,RBB BANCORP,,FAIT,2018-07-23,2018-07-23 17:11:18,https://www.sec.gov/Archives/edgar/data/1499422/000095012318006932/rbb-s4_20180331.htm
"ABVC BIOPHARMA, INC.",0001173313,ABVC,BIOLITE,,,2018-07-23,2018-07-23 15:08:53,https://www.sec.gov/Archives/edgar/data/1173313/000121390018009520/fs42018_americanbrivision.htm
VISTRA CORP.,0001692819,VST,DYNEGY INC.,,,2018-07-20,2018-07-20 22:54:12,https://www.sec.gov/Archives/edgar/data/92488/000119312518222829/d561329ds4.htm
"CHENIERE ENERGY, INC.",0000003570,LNG,"CHENIERE ENERGY PARTNERS LP HOLDINGS, LLC",0000000000,CQH,2018-07-18,2018-07-18 17:21:06,https://www.sec.gov/Archives/edgar/data/3570/000119312518220695/d847085ds4.htm
SEACOAST BANKING CORP OF FLORIDA,0000730708,SBCF,SNB,,SNB,2018-07-18,2018-07-18 16:06:25,https://www.sec.gov/Archives/edgar/data/730708/000157104918000402/tv498508-s4.htm
TAYLOR MORRISON HOME CORP,0001562476,TMHC,ACHARI VENTURES HOLDINGS CORP. I,0001844507,AVHI,2018-07-13,2018-07-13 16:04:38,https://www.sec.gov/Archives/edgar/data/1562476/000119312518217825/d795191ds4.htm
"CAPSTAR FINANCIAL HOLDINGS, INC.",0001676479,CSTR,PURCHASER BANK,,AFCB,2018-07-10,2018-07-10 17:14:50,https://www.sec.gov/Archives/edgar/data/1676479/000119312518215513/d605306ds4.htm
INDEPENDENT BANK CORP,0000776901,INDB,MNB,,,2018-07-09,2018-07-09 16:13:34,https://www.sec.gov/Archives/edgar/data/776901/000119312518214725/d897223ds4.htm
BOYD GAMING CORP,0000906553,BYD,RENT ALLOCATION,,,2018-06-28,2018-06-28 16:30:57,https://www.sec.gov/Archives/edgar/data/801429/000119312518207662/d610032ds4.htm
WALT DISNEY CO,0001744489,DIS,FOX CORPORATION,0001754301,FOXA,2018-06-25,2018-06-25 06:25:59,https://www.sec.gov/Archives/edgar/data/1744489/000119312518201596/d770960ds4.htm
"ALLEGIANCE BANCSHARES, INC.",0001642081,ABTX,POST,,,2018-06-22,2018-06-22 17:28:30,https://www.sec.gov/Archives/edgar/data/1642081/000119312518201226/d617573ds4.htm
HANMI FINANCIAL CORP,0001109242,HAFC,SWNB,,SWNB,2018-06-22,2018-06-22 14:45:01,https://www.sec.gov/Archives/edgar/data/1109242/000119312518200899/d614435ds4.htm
COHU INC,0000021535,COHU,XCERRA CORPORATION,0000357020,XCRA,2018-06-21,2018-06-21 09:26:15,https://www.sec.gov/Archives/edgar/data/21535/000119312518198794/d605944ds4.htm
FIFTH THIRD BANCORP,0000035527,FITBP,INTERMEDIARY,,MB,2018-06-20,2018-06-20 17:37:27,https://www.sec.gov/Archives/edgar/data/35527/000119312518198144/d570420ds4.htm
FIFTH THIRD BANCORP,0000035527,FITBO,INTERMEDIARY,,MB,2018-06-20,2018-06-20 17:37:27,https://www.sec.gov/Archives/edgar/data/35527/000119312518198144/d570420ds4.htm
FIFTH THIRD BANCORP,0000035527,FITB,INTERMEDIARY,,MB,2018-06-20,2018-06-20 17:37:27,https://www.sec.gov/Archives/edgar/data/35527/000119312518198144/d570420ds4.htm
FIFTH THIRD BANCORP,0000035527,FITBI,INTERMEDIARY,,MB,2018-06-20,2018-06-20 17:37:27,https://www.sec.gov/Archives/edgar/data/35527/000119312518198144/d570420ds4.htm
STIFEL FINANCIAL CORP,0000720672,SF-PB,STIFEL FINANCIAL CORP.,0000720672,SF,2018-06-19,2018-06-19 18:26:24,https://www.sec.gov/Archives/edgar/data/720672/000119312518197064/d592127ds4.htm
STIFEL FINANCIAL CORP,0000720672,SF-PC,STIFEL FINANCIAL CORP.,0000720672,SF,2018-06-19,2018-06-19 18:26:24,https://www.sec.gov/Archives/edgar/data/720672/000119312518197064/d592127ds4.htm
STIFEL FINANCIAL CORP,0000720672,SF,CHAMPIONX CORPORATION,0001723089,CHX,2018-06-19,2018-06-19 18:26:24,https://www.sec.gov/Archives/edgar/data/720672/000119312518197064/d592127ds4.htm
STIFEL FINANCIAL CORP,0000720672,SF-PD,"BRICKELL BIOTECH, INC.",0000819050,BBI,2018-06-19,2018-06-19 18:26:24,https://www.sec.gov/Archives/edgar/data/720672/000119312518197064/d592127ds4.htm
STIFEL FINANCIAL CORP,0000720672,SFB,"BRICKELL BIOTECH, INC.",0000819050,BBI,2018-06-19,2018-06-19 18:26:24,https://www.sec.gov/Archives/edgar/data/720672/000119312518197064/d592127ds4.htm
INTERNATIONAL FLAVORS & FRAGRANCES INC,0000051253,IFF,FRUTAROM FRUTAROM,,FRUT,2018-06-19,2018-06-19 17:26:25,https://www.sec.gov/Archives/edgar/data/51253/000119312518197017/d604634ds4.htm
"PROLOGIS, INC.",0001045609,PLD,"DUCK CREEK TECHNOLOGIES, INC.",0001160951,DCT,2018-06-08,2018-06-08 17:27:25,https://www.sec.gov/Archives/edgar/data/1045609/000104746918004369/a2235825zs-4.htm
"PROLOGIS, INC.",0001045609,PLDGP,"PROLOGIS, INC.",0001045609,PLD,2018-06-08,2018-06-08 17:27:25,https://www.sec.gov/Archives/edgar/data/1045609/000104746918004369/a2235825zs-4.htm
FIRST INTERSTATE BANCSYSTEM INC,0000860413,FIBK,REVOCABILITY,,,2018-06-08,2018-06-08 13:34:36,https://www.sec.gov/Archives/edgar/data/860413/000119312518187771/d600933ds4.htm
MARRIOTT VACATIONS WORLDWIDE CORP,0001524358,VAC,"ILG, INC.",0001434620,ILG,2018-06-06,2018-06-06 21:54:59,https://www.sec.gov/Archives/edgar/data/1524358/000119312518185990/d521442ds4.htm
RENASANT CORP,0000715072,RNST,BRAND,,,2018-06-01,2018-06-01 17:28:42,https://www.sec.gov/Archives/edgar/data/715072/000119312518181995/d588494ds4.htm
"FIDELITY NATIONAL FINANCIAL, INC.",0001331875,FNF,STEWART,,I,2018-05-30,2018-05-30 17:07:15,https://www.sec.gov/Archives/edgar/data/1331875/000104746918004166/a2235874zs-4.htm
"WILLIAMS COMPANIES, INC.",0000107263,WMB,WILLIAMS PARTNERS L.P.,0000000000,WPZ,2018-05-29,2018-05-29 18:18:18,https://www.sec.gov/Archives/edgar/data/107263/000119312518177031/d591167ds4.htm
MARATHON PETROLEUM CORP,0001510295,MPC,ANDEAVOR,,ANDV,2018-05-25,2018-05-25 20:30:09,https://www.sec.gov/Archives/edgar/data/1510295/000119312518175608/d579253ds4.htm
TWO HARBORS INVESTMENT CORP.,0001465740,TWO-PC,TWO HARBORS INVESTMENT CORP.,0001465740,TWO,2018-05-25,2018-05-25 17:29:02,https://www.sec.gov/Archives/edgar/data/1465740/000104746918004085/a2235524zs-4.htm
TWO HARBORS INVESTMENT CORP.,0001465740,TWO,"CYS INVESTMENTS, INC.",0000000000,CYS,2018-05-25,2018-05-25 17:29:02,https://www.sec.gov/Archives/edgar/data/1465740/000104746918004085/a2235524zs-4.htm
TWO HARBORS INVESTMENT CORP.,0001465740,TWO-PA,TWO HARBORS INVESTMENT CORP.,0001465740,TWO,2018-05-25,2018-05-25 17:29:02,https://www.sec.gov/Archives/edgar/data/1465740/000104746918004085/a2235524zs-4.htm
TWO HARBORS INVESTMENT CORP.,0001465740,TWO-PB,TWO HARBORS INVESTMENT CORP.,0001465740,TWO,2018-05-25,2018-05-25 17:29:02,https://www.sec.gov/Archives/edgar/data/1465740/000104746918004085/a2235524zs-4.htm
LUMENTUM HOLDINGS INC.,0001633978,LITE,"OCLARO, INC.",0001110647,OCLR,2018-05-16,2018-05-16 21:57:22,https://www.sec.gov/Archives/edgar/data/1633978/000119312518165660/d507714ds4.htm
KLA CORP,0000319201,KLAC,ORBOTECH,,ORBK,2018-05-16,2018-05-16 17:11:57,https://www.sec.gov/Archives/edgar/data/319201/000119312518165420/d562999ds4.htm
ANNALY CAPITAL MANAGEMENT INC,0001043219,NLY-PG,"ANNALY CAPITAL MANAGEMENT, INC.",0001043219,NLY,2018-05-16,2018-05-16 11:58:21,https://www.sec.gov/Archives/edgar/data/1043219/000119312518164975/d582336ds4.htm
ANNALY CAPITAL MANAGEMENT INC,0001043219,NLY,MTGE INVESTMENT CORP.,0001516973,MTGE,2018-05-16,2018-05-16 11:58:21,https://www.sec.gov/Archives/edgar/data/1043219/000119312518164975/d582336ds4.htm
ANNALY CAPITAL MANAGEMENT INC,0001043219,NLY-PI,MTGE INVESTMENT CORP.,0001516973,MTGE,2018-05-16,2018-05-16 11:58:21,https://www.sec.gov/Archives/edgar/data/1043219/000119312518164975/d582336ds4.htm
ANNALY CAPITAL MANAGEMENT INC,0001043219,NLY-PF,MTGE INVESTMENT CORP.,0001516973,MTGE,2018-05-16,2018-05-16 11:58:21,https://www.sec.gov/Archives/edgar/data/1043219/000119312518164975/d582336ds4.htm
CIGNA CORP,0001739940,CI,EXPRESS SCRIPTS HOLDING COMPANY,0001532063,ESRX,2018-05-16,2018-05-16 06:36:39,https://www.sec.gov/Archives/edgar/data/1739940/000114036118024107/s002268x1_s4.htm
WESBANCO INC,0000203596,WSBCP,UNITED BANK,,,2018-05-15,2018-05-15 16:17:58,https://www.sec.gov/Archives/edgar/data/203596/000119312518164114/d573750ds4.htm
WESBANCO INC,0000203596,WSBC,UNITED BANK,,,2018-05-15,2018-05-15 16:17:58,https://www.sec.gov/Archives/edgar/data/203596/000119312518164114/d573750ds4.htm
"CIVISTA BANCSHARES, INC.",0000944745,CIVB,"UNITED COMMUNITY BANKS, INC.",0000857855,UCBIO,2018-05-09,2018-05-09 16:49:59,https://www.sec.gov/Archives/edgar/data/944745/000119312518157644/d507930ds4.htm
ALTRA INDUSTRIAL MOTION CORP.,0001374535,AIMC,FORTIVE CORPORATION,0001659166,FTV,2018-05-08,2018-05-08 16:38:30,https://www.sec.gov/Archives/edgar/data/1374535/000119312518156063/d581986ds4.htm
"HUNTINGTON INGALLS INDUSTRIES, INC.",0001501585,HII,CAMBER GOVERNMENT,,,2018-05-04,2018-05-04 13:25:47,https://www.sec.gov/Archives/edgar/data/1468243/000119312518152400/d557087ds4.htm
QCR HOLDINGS INC,0000906465,QCRH,SPRINGFIELD,,,2018-05-03,2018-05-03 17:15:30,https://www.sec.gov/Archives/edgar/data/906465/000104746918003461/a2235490zs-4.htm
SJW GROUP,0000766829,SJW,CONNECTICUT WATER SERVICE,,CTWS,2018-04-25,2018-04-25 17:26:20,https://www.sec.gov/Archives/edgar/data/766829/000119312518131668/d555474ds4.htm
FINWARD BANCORP,0000919864,FNWD,NWIN,,NWIN,2018-04-18,2018-04-18 16:18:08,https://www.sec.gov/Archives/edgar/data/919864/000119312518121059/d568072ds4.htm
HERITAGE FINANCIAL CORP /WA/,0001046025,HFWA,RULES,,,2018-04-18,2018-04-18 11:01:55,https://www.sec.gov/Archives/edgar/data/1046025/000093905718000177/heritages42018.htm
CVB FINANCIAL CORP,0000354647,CVBF,CITIZENS,,CYHT,2018-04-17,2018-04-17 16:57:02,https://www.sec.gov/Archives/edgar/data/354647/000119312518119888/d559499ds4.htm
PARKWAY ACQUISITION CORP.,0001657642,PKKW,SKYLINE,,GSTB,2018-04-13,2018-04-13 17:32:53,https://www.sec.gov/Archives/edgar/data/1657642/000119312518117072/d529201ds4.htm
"PHUNWARE, INC.",0001665300,PHUNW,EXCHANGE COMMISSION,,,2018-04-10,2018-04-10 20:40:32,https://www.sec.gov/Archives/edgar/data/1665300/000121390018004257/fs42018_stellaracq3.htm
"SPECTRUM BRANDS HOLDINGS, INC.",0000109177,SPB,HRG,,HRG,2018-04-10,2018-04-10 09:01:01,https://www.sec.gov/Archives/edgar/data/109177/000119312518112292/d552136ds4.htm
"ALBERTSONS COMPANIES, INC.",0001646972,ACI,"WALGREENS BOOTS ALLIANCE, INC.",0001618921,WBA,2018-04-06,2018-04-06 10:23:23,https://www.sec.gov/Archives/edgar/data/1646972/000119312518109460/d525849ds4.htm
AMERIS BANCORP,0000351569,ABCB,HSB,,HSB,2018-04-05,2018-04-05 16:58:27,https://www.sec.gov/Archives/edgar/data/351569/000114420418019416/tv488516-s4.htm
KEMPER CORP,0000860748,KMPR,INFINITY,,IPCC,2018-04-04,2018-04-04 17:19:43,https://www.sec.gov/Archives/edgar/data/860748/000119312518107652/d331902ds4.htm
KEMPER CORP,0000860748,KMPB,INFINITY,,IPCC,2018-04-04,2018-04-04 17:19:43,https://www.sec.gov/Archives/edgar/data/860748/000119312518107652/d331902ds4.htm
TECHNIPFMC PLC,0001681459,FTI,FMC TECHNOLOGIES,,,2018-04-03,2018-04-03 16:08:23,https://www.sec.gov/Archives/edgar/data/1681459/000119312518106211/d554834ds4.htm
GUARANTY BANCSHARES INC /TX/,0001058867,GNTY,"GLOBAL BLOOD THERAPEUTICS, INC.",0001629137,GBT,2018-03-29,2018-03-29 16:55:10,https://www.sec.gov/Archives/edgar/data/1058867/000119312518102106/d550229ds4.htm
ALLIANCE RESOURCE PARTNERS LP,0001086600,ARLP,"ALLIANCE HOLDINGS GP, L.P.",0001344980,AHGP,2018-03-29,2018-03-29 16:54:01,https://www.sec.gov/Archives/edgar/data/1086600/000104746918002345/a2235086zs-4.htm
WESTROCK CO,0001732845,WRK,KAPSTONE PAPER AND PACKAGING CORPORATION,0000000000,KS,2018-03-28,2018-03-28 08:19:45,https://www.sec.gov/Archives/edgar/data/1732845/000114420418017285/tv489363-s4.htm
"INTERNATIONAL MONEY EXPRESS, INC.",0001683695,IMXI,ADAN GODFREY,,FNTE,2018-03-27,2018-03-27 06:16:02,https://www.sec.gov/Archives/edgar/data/1683695/000121390018003475/fs42018_fintechacquistion2.htm
MR. COOPER GROUP INC.,0000933136,COOP,MORTGAGE HOLDINGS INC.,,WMIH,2018-03-22,2018-03-22 19:07:26,https://www.sec.gov/Archives/edgar/data/933136/000119312518092371/d544188ds4.htm
KEURIG DR PEPPER INC.,0001418135,KDP,MAPLE,,,2018-03-21,2018-03-21 16:55:20,https://www.sec.gov/Archives/edgar/data/892563/000104746918001963/a2234889zs-4.htm
TRICO BANCSHARES /,0000356171,TCBK,F.N.B. CORPORATION,0000037808,FNB,2018-03-21,2018-03-21 16:39:36,https://www.sec.gov/Archives/edgar/data/356171/000119312518090726/d524651ds4.htm
"PATHWARD FINANCIAL, INC.",0000907471,CASH,META,,,2018-03-19,2018-03-19 16:30:30,https://www.sec.gov/Archives/edgar/data/907471/000119312518087819/d500367ds4.htm
HEARTLAND FINANCIAL USA INC,0000920112,HTLF,FBLB,,,2018-03-19,2018-03-19 11:52:00,https://www.sec.gov/Archives/edgar/data/920112/000092011218000129/forms-4firstbanklubbock03x.htm
HEARTLAND FINANCIAL USA INC,0000920112,HTLFP,"HEARTLAND FINANCIAL USA, INC.",0000920112,HTLF,2018-03-19,2018-03-19 11:52:00,https://www.sec.gov/Archives/edgar/data/920112/000092011218000129/forms-4firstbanklubbock03x.htm
NUSTAR ENERGY L.P.,0001110805,NSS,"NAVSIGHT HOLDINGS, INC.",0001816017,NSH,2018-03-14,2018-03-14 21:51:43,https://www.sec.gov/Archives/edgar/data/1110805/000119312518082766/d543382ds4.htm
NUSTAR ENERGY L.P.,0001110805,NS-PB,"NAVSIGHT HOLDINGS, INC.",0001816017,NSH,2018-03-14,2018-03-14 21:51:43,https://www.sec.gov/Archives/edgar/data/1110805/000119312518082766/d543382ds4.htm
